method;level;f1_weighted_mean;hierarchical_f1_mean;accuracy_mean;macro_f1_mean;g_mean_mean;mcc_mean;kappa_mean;r2_mean;pearson_corr_mean;ari_mean;nmi_mean;jsd_mean;jsd_scaled_mean;kl_divergence_mean;kl_scaled_mean;train_time_mean;inference_time_mean;f1_weighted_std;hierarchical_f1_std;accuracy_std;macro_f1_std;g_mean_std;mcc_std;kappa_std;r2_std;pearson_corr_std;ari_std;nmi_std;jsd_std;jsd_scaled_std;kl_divergence_std;kl_scaled_std;train_time_std;inference_time_std;stability
leiden_res0_8;level_1;0.8775805801658164;;0.8707592156614894;0.573010252565466;0.8201964283939503;0.7116157098373246;0.7020485485786198;0.9589893251994225;0.9792569926913026;0.5756236898503009;0.44894193034623403;0.13236672190960566;0.8676332780903945;0.7665075597358291;0.5707397055453469;754.646;754.646;0.011629159189670555;;0.01215189471925413;0.009873781726676138;0.023512840534436755;0.02618052456308171;0.02978921966611651;0.014748212001836864;0.0075056199451228175;0.03019329281727131;0.02735851674224422;0.018673808931143537;0.01867380893114349;0.17109500904950065;0.06023787551102511;0.0;0.0;0.9418542040516472
leiden_res0_8;level_2;0.8535433547592787;;0.8508360062570116;0.5576064275686722;0.6623085660866281;0.6847793547219275;0.6775572124102109;0.9799158028865822;0.9898987156500171;0.6047482988984273;0.44189679800414305;0.13548422277821434;0.8645157772217857;0.7694617321066518;0.5698263613650796;754.646;754.646;0.01584939434150236;;0.01566592926569337;0.023628879028863306;0.04611856589581465;0.03327852927068904;0.036020032998147544;0.008948765837690845;0.0045187997616731755;0.028832868004707933;0.031086811744217395;0.019757803424433593;0.01975780342443362;0.17187757206582324;0.060468061392721276;0.0;0.0;0.9207530282924882
leiden_res0_8;level_3;0.7346522484537172;0.8376640249675742;0.7465448972175259;0.1978431535451679;0.5869811384781479;0.5027116154900951;0.4947222863080082;0.9763186288755634;0.9880860712033831;0.6334451052175457;0.420852246317627;0.3363200520119019;0.6636799479880982;3.3496205996316406;0.231115887810321;754.646;754.646;0.025778247713931526;0.01486256931447143;0.015822609458418745;0.025172873188164146;0.04846267594410287;0.03560880246566155;0.03716090328974087;0.00471125403403553;0.0023834768266062863;0.024652525688882543;0.026733465063119757;0.022791880956615388;0.022791880956615412;0.3542099614960708;0.01861160861309299;0.0;0.0;0.8711087614303423
leiden_res1_0;level_1;0.8735096385624692;;0.8637203937493088;0.5693724490933141;0.8108954950641987;0.6981756095525637;0.6885393617531349;0.9546918236501298;0.9770776058623969;0.5682082335850894;0.43396929621434;0.1471634719735907;0.8528365280264094;1.003473550808135;0.5036021026203136;735.668;735.668;0.005130371346964399;;0.0033222838803351378;0.004099509256650303;0.00865281277420986;0.007756080339014597;0.01012813018029917;0.007311339029994093;0.0037376082486181694;0.01662285747482247;0.00810486458713167;0.010498368822100207;0.010498368822100297;0.20537459646758555;0.05454503997360415;0.0;0.0;0.974348143265178
leiden_res1_0;level_2;0.855039658002088;;0.8490088324985384;0.5652831618876597;0.6682088542589382;0.6825340029891054;0.6755667641094456;0.9784752266287745;0.989177309432608;0.6015674664291069;0.43532155361036856;0.1492601354131565;0.8507398645868435;1.0056327149952249;0.5030989222774971;735.668;735.668;0.004728268021453327;;0.0037384361426240163;0.0064427118154766596;0.016068321065719073;0.008374725080015749;0.010344668242932214;0.004126118436361004;0.002084805878527714;0.017135985165498187;0.007057768870630431;0.011119109635760084;0.011119109635760085;0.2064198082352457;0.05474377122080327;0.0;0.0;0.9763586598927334
leiden_res1_0;level_3;0.7397138004102344;0.834520573423654;0.7453086634328241;0.200173312110848;0.5275250853643229;0.5033259622074887;0.49555220105822767;0.9748255199156682;0.9873309321634653;0.6323242565009554;0.41481318534266975;0.339507363462925;0.660492636537075;3.7108781728520492;0.2142532467568941;735.668;735.668;0.022880288319945572;0.0034540538619018232;0.011961148594010044;0.01777095563378835;0.11237765234776113;0.029764575328862435;0.031147703842613828;0.003922020710220155;0.0019844107723487564;0.01837490727270621;0.01932949881250363;0.011695083568130715;0.011695083568130728;0.49893589311802167;0.02336924819399915;0.0;0.0;0.8855985584002721
leiden_res2_0;level_1;0.8905911126067936;;0.8770863815196954;0.5544356244259043;0.8452642367708598;0.7308360680794426;0.7273395712989956;0.9821358640470628;0.9910193674173492;0.6172529460572133;0.46484154482210566;0.13672955261654204;0.8632704473834579;1.0512885512909542;0.494529373701603;717.2560000000001;717.2560000000001;0.004711201588007562;;0.007255835981392176;0.065784973862942;0.014088547258523132;0.013631160499059524;0.015119186098123495;0.008981500591467139;0.004538371235903567;0.00882826607849159;0.009717953598327254;0.017948652442004488;0.017948652442004477;0.2892784027693635;0.06266700303968399;0.0;0.0;0.9764439920599622
leiden_res2_0;level_2;0.8668310568924336;;0.8572181579737395;0.5466717531605991;0.6871076355785929;0.7061508470917875;0.7039373008612843;0.9895990567808376;0.9947834722165553;0.6459857586265121;0.457158528356915;0.13978549427453527;0.8602145057254648;1.0543401378612378;0.49379937299937904;717.2560000000001;717.2560000000001;0.003182472816733449;;0.005722574594359043;0.049702997719472376;0.024402552090789217;0.010495066359951202;0.01137468330004844;0.00491939327512544;0.0024749206076838037;0.006589879431298263;0.007823492251546042;0.018140867470576656;0.018140867470576656;0.2899765353317499;0.0625532191587972;0.0;0.0;0.9840876359163327
leiden_res2_0;level_3;0.7785315049320176;0.8422695225000517;0.7688855883328857;0.2693859418286972;0.39180731323592477;0.5642196915716136;0.5609285906153063;0.9855930112245206;0.9927694527565316;0.6741010306211795;0.43011601186304926;0.2771822370607304;0.7228177629392696;2.9933427446642096;0.2518210883238395;717.2560000000001;717.2560000000001;0.009179003164216295;0.005519260893667332;0.008176127382423517;0.01139619374684382;0.018340827223025984;0.012888928330880131;0.013186437420308783;0.0029969820891588956;0.0015103385453555085;0.00634309059735898;0.0080737828603175;0.01940570660496699;0.019405706604966964;0.3394435518398533;0.020694491222893113;0.0;0.0;0.9541049841789185
logistic_regression_default_StratifiedGroupKFold;level_1;0.9111809723636372;;0.8863527995109797;0.4553372100855288;0.9052750624728404;0.786468186414178;0.7717023061263604;0.9720634065651309;0.9858852201481657;0.6633517598368248;0.5827306784472791;0.1771320489735052;0.8228679510264948;1.643608695221167;0.38360528095746443;4.779999999999999;2.419;0.018216139292442885;;0.019338312954433497;0.008963650718027181;0.015468768516183158;0.028330127703772877;0.03311163418339165;0.021272364519590616;0.010824697370697346;0.057807173251559325;0.03872427936434766;0.017225500025100676;0.017225500025100666;0.3647060660535154;0.0486520694909914;0.0;0.0;0.9089193035377856
logistic_regression_default_StratifiedGroupKFold;level_2;0.8951559105906863;;0.8666631000350513;0.5052361832985884;0.8781105145025959;0.770422935222773;0.7567907354583057;0.9920789070771973;0.996022053157437;0.6807097674133142;0.5865313331729242;0.18107153554373207;0.818928464456268;1.649852073776599;0.3827310862762948;4.779999999999999;2.419;0.018745543799841433;;0.02049050039275786;0.010393991208479506;0.01291066726566562;0.026076042523093756;0.029872105510218714;0.009675473834857694;0.004870408253036507;0.053491267836274885;0.036968984798600536;0.017596737262278072;0.01759673726227808;0.36642289083012564;0.04869813734534213;0.0;0.0;0.9062722810007928
logistic_regression_default_StratifiedGroupKFold;level_3;0.8908009693657469;0.8626886645678171;0.840684232522092;0.419921185005634;0.8287149826122675;0.7479901886290441;0.7356423359622395;0.9958861371125918;0.997940682895582;0.7098183148860338;0.6317702678157683;0.24001901747662496;0.759980982523375;3.2021465724558085;0.24403581967877847;4.779999999999999;2.419;0.015528334981496476;0.020919737499378453;0.024763852460842155;0.0067040268401709615;0.016041939202455766;0.02752194148453726;0.031194236685270493;0.0016253164879883927;0.0008143513454546572;0.046344393699463214;0.02539042923603174;0.027578642086861796;0.027578642086861803;0.7536309077129454;0.04239147986100254;0.0;0.0;0.9223583250925176
